author,content,number_of_likes,number_of_shares
instagram,A train zooms by overhead in this #Boomerang submission to #WHPonthego https://t.co/lci5i03dac,908,180
instagram,Getting the inside scoop with Jacob W. Frank #LifeOnEarthWWIM13 https://t.co/5988xcfK4k https://t.co/0mi1rIFRtO,1190,339
instagram,Para descubrir más voces sorprendentes de la comunidad hispanohablante sigue a @InstagramES en Instagram y Twitter,631,137
instagram,Discover more stories from the Spanish-speaking community. Follow @instagramES on Twitter and Instagram,707,148
instagram,Dreaming of a more inclusive world with Paola Mayté Zarazúa  https://t.co/NUTrP2WkaR https://t.co/6oM4JRpZWe,1176,258
instagram,Four style stars that caught @patmcgrathreal's metallic-winged eye (via @TeenVogue) https://t.co/Tzgfs3l1MG,848,188
instagram,Transforming old apparel into something new with Yuki Fujisawa https://t.co/fA0QVktuGZ https://t.co/jNdWcusdgQ,1060,241
instagram,Worldwide InstaMeet 13 is coming up this weekend! Don't forget to share your videos/photos using #LifeOnEarthWWIM13 https://t.co/BdwixUEe83,1058,244
instagram,Rolling the car window down for #WHPonthego https://t.co/cZ11ruxtA2,975,179
instagram,Camels passing by in Dubai #WHPonthego https://t.co/wAYMAyN6dD,870,174
instagram,Exploring Siberia’s snowy beauty with Ksenia Sazanovich #LifeOnEarthWWIM13 https://t.co/t4WxWBMxyl https://t.co/rC5J5ckpTE,1050,266
instagram,"“These people tell their own little stories, and in doing so, big history is told.” —@SergeyPonomarev #PulitzerPrize https://t.co/2b0r0IKQw2",950,192
instagram,How many swimmers do you count? #WHPonthego https://t.co/vkrRoihCsY,935,180
instagram,Featured submissions from this weekend’s hashtag project: #WHPonthego https://t.co/IOLgwzRnJi https://t.co/YR6LP0C6ZS,1073,220
instagram,Incredible photographer capturing Havana dancers on Instagram (via UK ambassador to Cuba @HMATimCole and @mashable)  https://t.co/3lBLmM3Y9q,898,195
instagram,"If adults acted like babies, starring @camerondallas and friends https://t.co/WIfyISPBNd",877,161
instagram,"One of the poignant Pulitzer-winning images was taken near Skala, on the Greek island of Lesbos https://t.co/hzLmmxG2LH",840,208
instagram,Congratulations to the @PulitzerPrize Breaking News Photography winners: @SergeyPonomarev @TylerHicksPhoto @DanielEtterFoto &amp,776,189
instagram,Exploring the natural world through the paintings of @RichardAhnert: https://t.co/ADPCzlKyTz https://t.co/qglkdr8xWu,992,242
instagram,Hole-y moly! It's all about doughnuts on Explore today 🍩  https://t.co/kVSkGm345J,904,161
instagram,.@jameslenger + Jess Davis = a modern pentathlon ❤️ story https://t.co/riAbwDRQG4 https://t.co/flPhLrd6gp,1096,207
instagram,"“I tell my fans to be themselves, because no one wants to see a copy of someone else.” —@MaddiBragg https://t.co/miHxY84cla",1343,343
instagram,.@sza holds court at @coachella https://t.co/N79I2oUKG6,790,157
instagram,"The shows, scenes &amp; styles of #Coachella: watch on Explore",944,207
instagram,A real-life Cinderella: Tracy Johnson hand feeds hummingbirds https://t.co/OpBL1RY4Am https://t.co/bGXQDh2QYw,1251,317
instagram,“I feel like I’m always boldly walking on eggshells.” —Balqis AlRashed #MyStory https://t.co/tb6pVLF4ap,1180,225
instagram,A snowboarder caught mid-loop https://t.co/EOqpcVjkmy,1083,226
instagram,Putting a wedding dress to the test in Turkey https://t.co/Eqvl5EHW1B,1086,206
instagram,“In every walk with Nature one receives far more than he seeks.” —John Muir #LifeOnEarthWWIM13 https://t.co/KqEx0Qv34I,1239,299
instagram,"Bright lights, big desert. Check out the action from #Coachella on Explore https://t.co/7ITvxLcs0t",2292,680
instagram,The difference between looking and seeing = these scintillating cinemagraphs https://t.co/h37Qcc3fCc https://t.co/ySiKbJ0bws,1154,298
instagram,.@kimkeever’s unpredictable acts of beauty https://t.co/45sbwe8frR https://t.co/bDwIs86odl,1246,283
instagram,Chris de Aboitiz teaches his dogs new tricks ... on a surfboard https://t.co/tRxjnfzD9t,977,180
instagram,"The Week on Instagram | 231
https://t.co/kgCr7fZo1Z https://t.co/4mQsuz1aPk",1236,258
instagram,Get involved in the upcoming Worldwide InstaMeet #LifeOnEarthWWIM13: https://t.co/IXvSmaq8La,1042,205
instagram,Growing (up) online with @MaddiBragg https://t.co/YXH9hDWBNu https://t.co/TebBzKEQcG,1425,290
instagram,The fun begins! Watch videos from @coachella on Explore https://t.co/BeQOipZyls,1545,369
instagram,Participate in this weekend’s hashtag project: #WHPonthego https://t.co/hRMANXebIu https://t.co/neBQyQKxgs,970,220
instagram,InstaMeet kits are arriving all over the 🌍  for next week's Worldwide InstaMeet (April 22-24)! #WWIM13 https://t.co/4HwO6J7nYK,950,210
instagram,Catching waves across continents 🏄 (via @nytimes) https://t.co/HWRJK8Wx9y,966,196
instagram,"On the road to find Wally. (Yes, from the picture books.) https://t.co/YFpPzTBVN4 https://t.co/r4ziTd38wV",1332,329
instagram,No journey is too small. 😺 https://t.co/W4ZbJydPJm,1297,278
instagram,Worldwide InstaMeet #LifeOnEarthWWIM13 is April 22-24! 🌍  Learn more about InstaMeets and find one near you: https://t.co/IXvSmaq8La,924,220
instagram,"We've all been there, @KingBach. Hilarious comedy stars are now on Explore. 🔍. https://t.co/x9IwtHTxYs",1168,252
instagram,Twirling boldly in the hoop with Balqis AlRashed https://t.co/dPJvgSOOow https://t.co/jLs1BhuAoF,905,197
instagram,Preserving Scotland’s beauty with Fariba Stoddart #LifeOnEarthWWIM13 https://t.co/a5XXmjQ4Uh https://t.co/uEm1umgq2U,1316,372
instagram,Add this your reading list: the best hashtags and accounts for book lovers (via @TandCmag) https://t.co/sSr6sgFswr,1072,260
instagram,Take a clay-cation with these pottery videos (via @Buzzfeed) https://t.co/5CfI6by4hG,873,198
instagram,Say hello to your shadow for #WHPlightandshadow https://t.co/Ng1ZGIdUhZ,890,177
instagram,Pirouetting prima ballerinas. Petal pink tutus. Piles of threadbare pointe shoes. https://t.co/lPYYHPRtSt https://t.co/9IPXTCH56M,1159,244
instagram,A bird flies into a beautiful shadow scene for #WHPlightandshadow https://t.co/tYdU6Y9HZQ,918,196
instagram,Don't watch this hungry! Delectable Japanese food is on Explore now 🍚 https://t.co/XmlZBKnINS,908,190
instagram,"This week, the Thai new year is celebrated with water festivals. Happy #Songkran! https://t.co/6Q2JFm3Anv",994,252
instagram,Capturing @kobebryant’s last game with @NBA photographer Andrew D. Bernstein https://t.co/awCODLpegr https://t.co/kvcFXFgs4k,1462,583
instagram,"Colorful shadows, curves and reflections from @ARoSKunst #WHPlightandshadow https://t.co/VqCiLNq1Yz",964,194
instagram,“Life on board is bizarre and unusual.”  —@Ryazanskiy_ISS https://t.co/RcLjp933X9,967,205
instagram,Take a ride underground with #WHPlightandshadow https://t.co/BphLIj3IDm,969,201
instagram,Hands of praise for #WHPlightandshadow https://t.co/5oaGkKhTVk,819,147
instagram,Celebrating Cosmonautics Day with @Ryazanskiy_ISS https://t.co/LIV5KU8q0F https://t.co/FgQiYuWZOe,1295,386
instagram,Today on Explore: kawaii aka the Japanese art of cute 🎀 https://t.co/ROZ7hNtjbs,969,183
instagram,"#WeeklyFluff, snuggle-loving raccoon (?!) edition, featuring @ThisIsPumpkin https://t.co/UFUTLHZUo6",959,184
instagram,Get a sneak peek at this year's #LifeOnEarthWWIM13 InstaMeet kits: https://t.co/6JowTy7Fty,940,184
instagram,Mismatched shadows for #WHPlightandshadow https://t.co/SnZ14t4oej,963,168
instagram,Featured submissions from this weekend’s hashtag project: #WHPlightandshadow https://t.co/VGn99myuKn https://t.co/17sb3zfMEf,1047,238
instagram,Tips for taking the perfect dog photos (via @WSJ and @thedogist) 🐶 https://t.co/onJABf7mNN,885,190
instagram,Textures star in @david_mcleod’s hypnotic video loops https://t.co/p5Lbk7b95o https://t.co/PN05PW44BX,1088,239
instagram,Loved this backstage moment with @KendallJenner @GiGiHadid 👯. Recap more @MTV #MovieAwards videos on Explore 🔍 https://t.co/kLx86pDAMF,1112,243
instagram,Today on Explore: real-life #MarioKart and more sights from Tokyo https://t.co/CFKtWcY2wg,926,188
instagram,.@anunez63 took her yoga practice from the mat to the saddle https://t.co/g7EadareFp https://t.co/YIGbKUfB1i,1483,355
instagram,"Two boxers, one car window https://t.co/4fS9asVB6l",1031,171
instagram,You never know what'll happen. Watch videos from the @MTV #MovieAwards 📽 on Explore. https://t.co/Uz8pQzymRx,1540,345
instagram,Celebrities and food are always a winning combination (via @EW) https://t.co/C9JT2NfPfQ,916,197
instagram,Inside Tetsuya Otani’s workshop https://t.co/j0VDWSjGRN https://t.co/onOxYk90Hk,999,222
instagram,Today on Explore: Dogs who walk themselves and more dynamic animal duos https://t.co/aMMOKfpBnu,944,169
instagram,.@_Keeytee_’s rainbow view of the world https://t.co/cvKQfSNAia,915,182
instagram,A colorful celebration takes over a Tokyo street https://t.co/vop2iLCoWv,1195,233
instagram,Get your thumbs and passports ready (via @Refinery29) https://t.co/YhcB6QURUj,1145,237
instagram,"A bee, a flower and the ocean — captured in slow motion https://t.co/QwAnAFFUwO",1184,256
instagram,“People in Latin America have a lot of imagination for finding solutions to their problems.” —@christian_foto https://t.co/3CM3gGn2gi,1129,229
instagram,"The Week on Instagram | 230 
https://t.co/40y6DcjgfB https://t.co/ZCCsj2BIdY",1020,241
instagram,Stretch your imagination with yoga videos in Explore 🔍https://t.co/Djgnfhaacm,771,163
instagram,Exploring Mumbai’s hidden sanctuaries with chef Yash Rane #LifeOnEarthWWIM13 https://t.co/8eeKnAOWIX https://t.co/ZXJ4L7B3wL,1139,324
instagram,“I don’t cook. Rice Krispies Treats are the only thing I can make.” –Jessica Siskin https://t.co/SkUFony6Iu,1264,203
instagram,Insta-inspiration for yogis (via @qctimes @clarissa_mae_) https://t.co/B9fAkNkzhl,979,212
instagram,Travel the world in an instant. Open Explore 🔍 for the ultimate window seat. https://t.co/ZCjNGF008H,938,191
instagram,Participate in this weekend’s hashtag project: #WHPlightandshadow https://t.co/R6SQ8hmb59 https://t.co/Q9sJsOPfwf,778,180
instagram,Worldwide InstaMeet is April 22-24! 🌍 Find Instagrammers near you on our #WWIM13 map: https://t.co/IXvSmaq8La https://t.co/nYh83jLdas,1117,356
instagram,Photographing fact and fantasy in Latin American culture https://t.co/1pEXaREo5O https://t.co/wCKf89wJ2c,1020,256
instagram,“Now every single story is still in my memory.” —Phannapast Taychamaythakool https://t.co/9tjS0k0xlo,1208,306
instagram,In this week's celebrity videos on Explore: Tyga + 🐯  https://t.co/bQ0XnTwrXQ,1122,189
instagram,Tips for taking the perfect dog photos (via @WSJ and @thedogist) 🐶 https://t.co/onJABf7mNN,912,210
instagram,Playing dress-up in the animal world with Phannapast Taychamaythakool https://t.co/JGZDrw4FTs https://t.co/8Y9Je3SubG,1047,241
instagram,Bath time is tickle time for Walt the guinea pig. Watch more videos of animals taking baths on Explore! https://t.co/Mfk1xFPb6J,1097,197
instagram,"Yorkies who love vinyl? Yes, please #petsoundz (via @instagrammusic) https://t.co/TSaW2gWFzQ",999,190
instagram,"“#MyStory is about loving yourself, your heritage and your body.” —@euvulcanica https://t.co/5QL2KoGUF1",1157,261
instagram,Meditating on life’s little gags with @vanderyacht https://t.co/SmfQNWGxDw https://t.co/2oHZJGp2Yu,1102,193
instagram,"“If you’re not paying attention, you can definitely get into trouble.”  —weather photographer @kellydelay https://t.co/FS1yBd9Lid",1218,262
instagram,Better make room in your shoe closet. #KicksOfTheDay videos are on Explore now https://t.co/k2rRg3ZT20,965,157
instagram,Learning to embrace yourself with @euvulcanica #MyStory https://t.co/F44CxfsIHn https://t.co/nhVbksfLW5,981,196
instagram,Hitting the road with award-winning weather photographer @kellydelay https://t.co/6R8wBzqBXb https://t.co/qPjCsl7u1E,1956,606
instagram,Watch a psychedelic garden form on an extraordinary cake #WHPfoodfilms https://t.co/xuSFbETmXL,1035,187
instagram,Precise and focused Japanese candy making for #WHPfoodfilms https://t.co/CapnVqnMeR,1094,199
instagram,"“For me, concrete is our society’s kind of coral.” —@ludovicmaillard https://t.co/lQE7r6Xk8i",830,120
instagram,This lively pot of corn is popping for #WHPfoodfilms https://t.co/kRBYYPmvOb,796,136
instagram,How Maggie met @mapledipped: the story of a forever home 🐶  #WeeklyFluff https://t.co/ZG7Xi3Di4d https://t.co/BFsGr2O4Ko,1288,267
instagram,A painterly approach to decorating macarons #WHPfoodfilms https://t.co/aqALI71LqY,892,141
instagram,This is it. Watch videos from the #NationalChampionship on Explore now! 🏀🏆 https://t.co/Yh4DRt83Eo,1379,271
instagram,Featured submissions from this weekend’s hashtag project: #WHPfoodfilms https://t.co/vBVyRIvdJA https://t.co/GUhIEmBQuM,1207,253
instagram,Manjit Thapp’s enigmatic illustrations https://t.co/ox65O7awPM https://t.co/vZ9BxU72Td,1165,239
instagram,Meet @ValKechichian and the Longboard Girls Crew #MyStory https://t.co/WZR2V8BGOT https://t.co/jzag1xEK9D,1261,274
instagram,"An inside look at #LakmeFashionWeek in India 
https://t.co/ISf5hlIrKI",996,178
instagram,“It’s a beautiful place to sit down and understand who you are.” —photographer Jared Lank https://t.co/Ilul4NapkN,1361,289
instagram,Wandering Maine’s pristine forests and rocky coasts with Jared Lank #LifeOnEarthWWIM13 https://t.co/VhL9FMF2hU https://t.co/JcjgVWK1K4,1358,315
instagram,"This week, the Eiffel Tower celebrates its 127th Anniversary! https://t.co/HhxVwJy0I7",1457,370
instagram,Mary Poppins reimagined in a pair of oversized pants https://t.co/1eM8SRcddf,1043,176
instagram,Magical autumn shadows in Brazil captured by @sandrinhapagano https://t.co/BFSwkp9mO1,1078,172
instagram,A picturesque moment in the Iranian countryside https://t.co/b4uFyEgvO9,962,176
instagram,"The Week on Instagram | 229
https://t.co/WCEyZUSciR https://t.co/7gBbpMK9z1",1122,255
instagram,Photographing Cairo’s contradictions with Owise Abuzaid #nyportfolio16 https://t.co/hpop2TRS9J https://t.co/efF6h9KGj9,1092,221
instagram,Get pumped for the #FinalFour with @ReggieMillerTNT 🏀 #MarchMadness https://t.co/D3wKCKLly9 https://t.co/DvPNdkkYvS,1121,208
instagram,“Every kind of emotion you can have as a human being can be tied to the moods of the ocean.” —@RayCollinsPhoto https://t.co/EBPawjdt6H,1705,451
instagram,Alternative realities come to life with Luciano Cina https://t.co/h2Y3jr9SI5 https://t.co/Olr3uFmMac,1247,336
instagram,Worldwide InstaMeet 13 is coming up! Show your love for the planet on Earth Day weekend and attend a #WWIM13 event: https://t.co/envxP6brmK,1057,234
instagram,Participate in this weekend’s hashtag project: #WHPfoodfilms https://t.co/DKA3kqe9Z5 https://t.co/uJMuzN7UiN,1122,242
instagram,Don't fall for these tricks! Watch @BrennenTaylor and more #AprilFools pranks on Explore 🔍 https://t.co/uYNX7slamQ,1829,324
instagram,The key to a successful #AprilFools prank? Choosing the unwitting subject. 😉 https://t.co/HcFnZii3TI,1166,240
instagram,Simplicity can be stunning (via @VogueParis) https://t.co/i8NKMiqEii,1036,221
instagram,A dachshund in Russia gets a boost https://t.co/d7pxPFDjHK,1095,192
instagram,Seeing the beauty in concrete’s rigidity with @ludovicmaillard https://t.co/pof2Lfeec9 https://t.co/6iZxjnZua5,1144,255
instagram,Two angels captured in black and white https://t.co/e6dLCEcVnq,1023,192
instagram,Edible art from @mister_krisp is (almost) too cute to eat https://t.co/qhgL4j0T8x https://t.co/WddKA9mCpl,1247,314
instagram,An oversized blanket shows off some unbelievable handiwork. Watch wearable crafts come together on Explore https://t.co/lt8TWKXZia,1060,184
instagram,Portraits of the ocean’s power by @RayCollinsPhoto https://t.co/soyuhcx0cI https://t.co/CpMSKD3ugU,1796,536
instagram,“I was just trying to get a good composition when out of nowhere — he laughed!” —photographer Tavepong Pratoomwong https://t.co/ivFyDCEI5q,1353,252
instagram,"Huxley, a 1-year-old Brussels griffon, shares a silly face #WHPexpressions https://t.co/66uzzxLxXb",1086,168
instagram,An expressive self-portrait by Australian artist Joel Stephen Birnie #WHPexpressions https://t.co/S0zZqJMovO,928,144
instagram,A quick paragliding trip in Turkey https://t.co/e2cFhUo9yx,953,140
instagram,Pursuing the real Pakistan with photographer @khaulajamil https://t.co/4zcE3GpEnx https://t.co/WclMedQoeA,1101,236
instagram,This bedtime story is too cute to stop. Open Explore 🔍 for more pets dressed up. https://t.co/CMu3mjMYjc,1029,171
instagram,Under the microscope: Capturing New York City’s pond life https://t.co/T3unGK4LLS https://t.co/uxyKv91wq1,1202,343
instagram,A dreamy moment captured for #WHPexpressions https://t.co/XAwy3nSXOy,1091,219
instagram,How @Mikejolz captures lightning ⚡️ https://t.co/7czgk6YtI8,1159,184
instagram,“This moment right here brings back my childhood memories.” —Sameer Satchu https://t.co/cKBXfRy2cn,1050,182
instagram,Making faces out of food for #WHPexpressions https://t.co/S1Z9YNToYt,939,156
instagram,“My idea of ballet is something cool and young and fresh.” —@EricUnderwood1  https://t.co/nxhYp4zohi,1022,201
instagram,Demystifying the ballet world with @EricUnderwood1 https://t.co/B2fTk2n8SR https://t.co/R35NcpRb0k,1158,242
instagram,Check out @DeStorm @JackJackJohnson @FinalCutKing and more awesome Instagram video creators ✨ 📹  https://t.co/reQeyE1ak2,981,206
